id,"Country name","City name","State abbreviation",Categories,Tags
12436,,Lexington,,"North America>United States of America>Nebraska",
12437,,Lexington,,"North America>United States of America>North Carolina",
12438,,Lexington,,"North America>United States of America>South Carolina",
12439,,Lexington,,"North America>United States of America>Tennessee",
12440,,Liberal,,"North America>United States of America>Kansas",
12441,,Liberty,,"North America>United States of America>Missouri",
12442,,Libertyville,,"North America>United States of America>Illinois",
12443,,"Licking County",,"North America>United States of America>Ohio",
12444,,Lihue-kapaa,,"North America>United States of America>Hawaii",
12445,,Lilesville,,"North America>United States of America>North Carolina",
12446,,Lillington,,"North America>United States of America>North Carolina",
12447,,Lima,,"North America>United States of America>Ohio",
12448,,Lincoln,,"North America>United States of America>California",
12449,,Lincoln,,"North America>United States of America>Illinois",
12450,,Lincoln,,"North America>United States of America>Rhode Island",
12451,,"Lincoln City",,"North America>United States of America>Oregon",
12452,,"Lincoln County",,"North America>United States of America>Missouri",
12453,,"Lincoln Park",,"North America>United States of America>Michigan",
12455,,"Lincoln Park Boro",,"North America>United States of America>New Jersey",
12456,,Lincolnton,,"North America>United States of America>North Carolina",
12457,,Lincolnwood,,"North America>United States of America>Illinois",
12458,,Lindale,,"North America>United States of America>Texas",
12459,,Lindenhurst,,"North America>United States of America>Illinois",
12460,,Lindsay,,"North America>United States of America>California",
12461,,"Lino Lakes",,"North America>United States of America>Minnesota",
12462,,Lisle,,"North America>United States of America>Illinois",
12463,,"Litchfield Park",,"North America>United States of America>Arizona",
12464,,Lithia,,"North America>United States of America>Florida",
12465,,"Little Chute",,"North America>United States of America>Wisconsin",
12466,,"Little Egg Harbor",,"North America>United States of America>New Jersey",
12467,,"Little Elm",,"North America>United States of America>Texas",
12468,,"Little Falls Twp.",,"North America>United States of America>New Jersey",
12469,,"Little Hocking",,"North America>United States of America>Ohio",
12470,,"Little River",,"North America>United States of America>South Carolina",
12471,,"Live Oak",,"North America>United States of America>Florida",
12472,,"Live Oak",,"North America>United States of America>Texas",
12473,,Livingston,,"North America>United States of America>Alabama",
12474,,Livingston,,"North America>United States of America>California",
12475,,Livingston,,"North America>United States of America>Tennessee",
12476,,Livingston,,"North America>United States of America>Texas",
12477,,"Livingston County",,"North America>United States of America>Kentucky",
12478,,"Livingston County",,"North America>United States of America>Michigan",
12479,,"Livingston Parish",,"North America>United States of America>Louisiana",
12480,,"Livingston Twp.",,"North America>United States of America>New Jersey",
12481,,Loachapoka,,"North America>United States of America>Alabama",
12482,,Lockhart,,"North America>United States of America>Texas",
12483,,Lockport,,"North America>United States of America>Illinois",
12484,,Lockport,,"North America>United States of America>New York",
12485,,Lodi,,"North America>United States of America>California",
12486,,"Lodi Boro",,"North America>United States of America>New Jersey",
12487,,Logansport,,"North America>United States of America>Indiana",
12488,,Loganville,,"North America>United States of America>Georgia",
12489,,"Loma Linda",,"North America>United States of America>California",
12490,,Lombard,,"North America>United States of America>Illinois",
12491,,Lomita,,"North America>United States of America>California",
12492,,Lompoc,,"North America>United States of America>California",
12493,,London,,"North America>United States of America>Kentucky",
12494,,"Long Beach",,"North America>United States of America>Mississippi",
12495,,"Long Beach",,"North America>United States of America>New York",
12496,,"Long Beach Twp.",,"North America>United States of America>New Jersey",
12497,,Longmeadow,,"North America>United States of America>Massachusetts",
12498,,"Longport Boro",,"North America>United States of America>New Jersey",
12499,,Longwood,,"North America>United States of America>Florida",
12500,,"Lonoke County",,"North America>United States of America>Arkansas",
12501,,Lorain,,"North America>United States of America>Ohio",
12502,,"Lorain County",,"North America>United States of America>Ohio",
12503,,"Los Alamos",,"North America>United States of America>New Mexico",
12504,,"Los Altos Suburban",,"North America>United States of America>California",
12506,,"Los Angeles County",,"North America>United States of America>California",
12507,,"Los Banos",,"North America>United States of America>California",
12508,,"Los Lunas",,"North America>United States of America>New Mexico",
12509,,Loudon,,"North America>United States of America>Tennessee",
12510,,"Loudon County",,"North America>United States of America>Tennessee",
12511,,"Loudoun County",,"North America>United States of America>Virginia",
12512,,Louisville,,"North America>United States of America>Colorado",
12513,,Loveland,,"North America>United States of America>Ohio",
12514,,"Loves Park",,"North America>United States of America>Illinois",
12515,,Lovington,,"North America>United States of America>New Mexico",
12516,,"Lower Twp.",,"North America>United States of America>New Jersey",
12517,,Lufkin,,"North America>United States of America>Texas",
12518,,Lugoff,,"North America>United States of America>South Carolina",
12519,,Lumberton,,"North America>United States of America>North Carolina",
12520,,Lumberton,,"North America>United States of America>Texas",
12521,,"Luzerne County",,"North America>United States of America>Pennsylvania",
12522,,Lyles,,"North America>United States of America>Tennessee",
12523,,Lyman,,"North America>United States of America>South Carolina",
12524,,Lynden,,"North America>United States of America>Washington",
12525,,"Lyndhurst Twp",,"North America>United States of America>New Jersey",
12526,,Lynn,,"North America>United States of America>Massachusetts",
12527,,"Lynn Haven",,"North America>United States of America>Florida",
12528,,Lynnwood,,"North America>United States of America>Washington",
12529,,Lynwood,,"North America>United States of America>California",
12530,,Lyons,,"North America>United States of America>Illinois",
12531,,Mabank,,"North America>United States of America>Texas",
12532,,"Macdill Afb",,"North America>United States of America>Florida",
12533,,Macedon,,"North America>United States of America>New York",
12534,,"Machesney Park",,"North America>United States of America>Illinois",
12535,,Macomb,,"North America>United States of America>Illinois",
12536,,Macomb,,"North America>United States of America>Michigan",
12537,,Macon,,"North America>United States of America>Missouri",
12538,,Madison,,"North America>United States of America>Alabama",
12539,,Madison,,"North America>United States of America>Indiana",
12540,,Madison,,"North America>United States of America>Mississippi",
12541,,Madison,,"North America>United States of America>Tennessee",
12542,,"Madison Boro",,"North America>United States of America>New Jersey",
12543,,"Madison County",,"North America>United States of America>Arkansas",
12544,,"Madison County",,"North America>United States of America>Kentucky",
12545,,"Madison County",,"North America>United States of America>Mississippi",
12546,,"Madison Heights",,"North America>United States of America>Michigan",
12547,,Madisonville,,"North America>United States of America>Kentucky",
12548,,Madisonville,,"North America>United States of America>Tennessee",
12549,,Magna,,"North America>United States of America>Utah",
12550,,Magnolia,,"North America>United States of America>Arkansas",
12551,,"Magoffin County",,"North America>United States of America>Kentucky",
12552,,"Mahwah Twp",,"North America>United States of America>New Jersey",
12553,,Maitland,,"North America>United States of America>Florida",
12554,,Makawao,,"North America>United States of America>Hawaii",
12555,,Malone,,"North America>United States of America>New York",
12556,,Malvern,,"North America>United States of America>Arkansas",
12557,,"Manalapan Twp.",,"North America>United States of America>New Jersey",
12558,,"Manasquan Boro",,"North America>United States of America>New Jersey",
12559,,"Manassas Park",,"North America>United States of America>Virginia",
12560,,Manchester,,"North America>United States of America>Kentucky",
12561,,Manchester,,"North America>United States of America>Tennessee",
12562,,"Manchester Twp.",,"North America>United States of America>New Jersey",
12563,,Mandan,,"North America>United States of America>North Dakota",
12564,,Mandeville,,"North America>United States of America>Louisiana",
12565,,"Manhattan Beach",,"North America>United States of America>California",
12566,,Manitowoc,,"North America>United States of America>Wisconsin",
12567,,Mansfield,,"North America>United States of America>Connecticut",
12568,,Mansfield,,"North America>United States of America>Massachusetts",
12569,,Mansfield,,"North America>United States of America>Texas",
12571,,Manteca,,"North America>United States of America>California",
12572,,"Mantua Twp.",,"North America>United States of America>New Jersey",
12573,,Maple,,"North America>United States of America>North Carolina",
12574,,"Maple Grove",,"North America>United States of America>Minnesota",
12575,,"Maple Shade Twp.",,"North America>United States of America>New Jersey",
12576,,Marblehead,,"North America>United States of America>Massachusetts",
12577,,"Marco Island",,"North America>United States of America>Florida",
12578,,Margate,,"North America>United States of America>Florida",
12579,,"Margate City",,"North America>United States of America>New Jersey",
12580,,Maricopa,,"North America>United States of America>Arizona",
12581,,Marietta,,"North America>United States of America>Ohio",
12582,,"Marin County",,"North America>United States of America>California",
12583,,Marinette,,"North America>United States of America>Wisconsin",
12584,,Marion,,"North America>United States of America>Arkansas",
12585,,Marion,,"North America>United States of America>Illinois",
12586,,Marion,,"North America>United States of America>Indiana",
12587,,Marion,,"North America>United States of America>Iowa",
12588,,Marion,,"North America>United States of America>Ohio",
12589,,Marion,,"North America>United States of America>South Carolina",
12590,,"Marion County",,"North America>United States of America>Kentucky",
12591,,Markham,,"North America>United States of America>Illinois",
12592,,"Marlboro Twp.",,"North America>United States of America>New Jersey",
12593,,Marlborough,,"North America>United States of America>Massachusetts",
12594,,Marshall,,"North America>United States of America>Minnesota",
12595,,Marshall,,"North America>United States of America>Missouri",
12596,,Marshall,,"North America>United States of America>Texas",
12597,,"Marshall County",,"North America>United States of America>Kentucky",
12598,,"Marshall County",,"North America>United States of America>Oklahoma",
12599,,Marshalltown,,"North America>United States of America>Iowa",
12600,,Marshfield,,"North America>United States of America>Massachusetts",
12601,,Marshfield,,"North America>United States of America>Wisconsin",
12602,,Martin,,"North America>United States of America>Tennessee",
12603,,"Martin County",,"North America>United States of America>Kentucky",
12604,,Martinez,,"North America>United States of America>Georgia",
12605,,Martinsville,,"North America>United States of America>Indiana",
12606,,Martinsville,,"North America>United States of America>Virginia",
12607,,Marysville,,"North America>United States of America>Ohio",
12608,,Marysville,,"North America>United States of America>Washington",
12611,,Mashpee,,"North America>United States of America>Massachusetts",
12612,,"Mason City",,"North America>United States of America>Iowa",
12613,,Massena,,"North America>United States of America>New York",
12614,,Massillon,,"North America>United States of America>Ohio",
12615,,Matteson,,"North America>United States of America>Illinois",
12616,,Mattoon,,"North America>United States of America>Illinois",
12617,,Maumee,,"North America>United States of America>Ohio",
12618,,Mauriceville,,"North America>United States of America>Texas",
12619,,"Maury County",,"North America>United States of America>Tennessee",
12620,,Maxton,,"North America>United States of America>North Carolina",
12621,,Mayfield,,"North America>United States of America>Kentucky",
12622,,Maynard,,"North America>United States of America>Massachusetts",
12623,,Mayport,,"North America>United States of America>Florida",
12624,,Maysville,,"North America>United States of America>Kentucky",
12625,,Maywood,,"North America>United States of America>Illinois",
12626,,Mcalester,,"North America>United States of America>Oklahoma",
12628,,Mccomb,,"North America>United States of America>Mississippi",
12629,,"Mccreary County",,"North America>United States of America>Kentucky",
12630,,Mcfarland,,"North America>United States of America>California",
12631,,Mchenry,,"North America>United States of America>Illinois",
12632,,Mckinleyville,,"North America>United States of America>California",
12634,,Mcminnville,,"North America>United States of America>Oregon",
12635,,Mcminnville,,"North America>United States of America>Tennessee",
12636,,Mcpherson,,"North America>United States of America>Kansas",
12637,,"Meade County",,"North America>United States of America>Kentucky",
12638,,Meadville,,"North America>United States of America>Pennsylvania",
12639,,Mebane,,"North America>United States of America>North Carolina",
12640,,Medfield,,"North America>United States of America>Massachusetts",
12641,,Medford,,"North America>United States of America>Massachusetts",
12642,,"Medford Twp.",,"North America>United States of America>New Jersey",
12643,,Medina,,"North America>United States of America>Ohio",
12644,,"Medina County",,"North America>United States of America>Texas",
12645,,Medway,,"North America>United States of America>Massachusetts",
12646,,"Meigs County",,"North America>United States of America>Ohio",
12647,,Melrose,,"North America>United States of America>Massachusetts",
12648,,"Melrose Park",,"North America>United States of America>Illinois",
12649,,Melvindale,,"North America>United States of America>Michigan",
12650,,Menasha,,"North America>United States of America>Wisconsin",
12651,,Mendota,,"North America>United States of America>California",
12652,,"Menlo Park",,"North America>United States of America>California",
12653,,"Menomonee Falls",,"North America>United States of America>Wisconsin",
12654,,Menomonie,,"North America>United States of America>Wisconsin",
12655,,Mentor,,"North America>United States of America>Ohio",
12656,,Mequon,,"North America>United States of America>Wisconsin",
12657,,Mercedes,,"North America>United States of America>Texas",
12658,,"Mercer County",,"North America>United States of America>Kentucky",
12659,,"Mercer County",,"North America>United States of America>Pennsylvania",
12660,,"Mercer Island",,"North America>United States of America>Washington",
12661,,Meridian,,"North America>United States of America>Idaho",
12662,,Meridian,,"North America>United States of America>Mississippi",
12663,,Merrimack,,"North America>United States of America>New Hampshire",
12664,,"Mesa County",,"North America>United States of America>Colorado",
12665,,Mesquite,,"North America>United States of America>Nevada",
12666,,Methuen,,"North America>United States of America>Massachusetts",
12667,,Mexico,,"North America>United States of America>Missouri",
12669,,Miami,,"North America>United States of America>Oklahoma",
12670,,"Miami Beach",,"North America>United States of America>Florida",
12671,,"Miami County",,"North America>United States of America>Ohio",
12672,,Miamisburg,,"North America>United States of America>Ohio",
12673,,"Michigan City",,"North America>United States of America>Indiana",
12674,,Middleborough,,"North America>United States of America>Massachusetts",
12675,,Middleburg,,"North America>United States of America>Florida",
12676,,Middlebury,,"North America>United States of America>Connecticut",
12677,,Middleton,,"North America>United States of America>Wisconsin",
12678,,Middletown,,"North America>United States of America>Delaware",
12679,,Middletown,,"North America>United States of America>New York",
12680,,Middletown,,"North America>United States of America>Rhode Island",
12681,,Middletown,,"North America>United States of America>Ohio",
12682,,"Midland County",,"North America>United States of America>Michigan",
12683,,Midlothian,,"North America>United States of America>Illinois",
12684,,Midlothian,,"North America>United States of America>Texas",
12685,,"Midwest City",,"North America>United States of America>Oklahoma",
12686,,Milan,,"North America>United States of America>Tennessee",
12687,,Milford,,"North America>United States of America>Massachusetts",
12688,,"Mililani Bws",,"North America>United States of America>Hawaii",
12689,,Millbrae,,"North America>United States of America>California",
12690,,Millbrook,,"North America>United States of America>Alabama",
12691,,Milledgeville,,"North America>United States of America>Georgia",
12692,,Miller,,"North America>United States of America>South Dakota",
12693,,"Miller Creek",,"North America>United States of America>North Carolina",
12694,,Millsboro,,"North America>United States of America>Delaware",
12695,,Millville,,"North America>United States of America>Delaware",
12696,,"Millville City",,"North America>United States of America>New Jersey",
12697,,Milpitas,,"North America>United States of America>California",
12698,,Milton,,"North America>United States of America>Florida",
12699,,Milton,,"North America>United States of America>Massachusetts",
12700,,Milwaukie,,"North America>United States of America>Oregon",
12701,,Minden,,"North America>United States of America>Louisiana",
12702,,Mineola,,"North America>United States of America>New York",
12703,,"Mineral Wells",,"North America>United States of America>Texas",
12704,,Minneola,,"North America>United States of America>Florida",
12705,,Minnetonka,,"North America>United States of America>Minnesota",
12706,,Minot,,"North America>United States of America>North Dakota",
12707,,Miramar,,"North America>United States of America>Florida",
12708,,"Miramar Beach",,"North America>United States of America>Florida",
12709,,Mishawaka,,"North America>United States of America>Indiana",
12710,,Mission,,"North America>United States of America>Texas",
12711,,Mitchell,,"North America>United States of America>South Dakota",
12712,,Mocksville,,"North America>United States of America>North Carolina",
12713,,Mokena,,"North America>United States of America>Illinois",
12714,,"Moncks Corner",,"North America>United States of America>South Carolina",
12715,,Monroe,,"North America>United States of America>Georgia",
12716,,Monroe,,"North America>United States of America>Michigan",
12717,,Monroe,,"North America>United States of America>New York",
12718,,Monroe,,"North America>United States of America>North Carolina",
12719,,Monroe,,"North America>United States of America>Ohio",
12720,,Monroe,,"North America>United States of America>Washington",
12721,,Monroe,,"North America>United States of America>Wisconsin",
12722,,"Monroe County",,"North America>United States of America>Pennsylvania",
12723,,"Monroe Twp.",,"North America>United States of America>New Jersey",
12724,,Monroeville,,"North America>United States of America>Pennsylvania",
12725,,Monrovia,,"North America>United States of America>California",
12727,,Montebello,,"North America>United States of America>California",
12728,,"Monterey County",,"North America>United States of America>California",
12729,,"Monterey Park",,"North America>United States of America>California",
12730,,"Montezuma County",,"North America>United States of America>Colorado",
12731,,Montgomery,,"North America>United States of America>Illinois",
12732,,"Montgomery And Prince George Counties",,"North America>United States of America>Maryland",
12733,,"Montgomery County",,"North America>United States of America>Ohio",
12734,,"Montgomery County",,"North America>United States of America>Pennsylvania",
12735,,"Montgomery County",,"North America>United States of America>Tennessee",
12736,,"Montgomery County",,"North America>United States of America>Texas",
12737,,Monticello,,"North America>United States of America>Arkansas",
12738,,Monticello,,"North America>United States of America>Kentucky",
12739,,Monticello,,"North America>United States of America>Minnesota",
12740,,Montrose,,"North America>United States of America>Colorado",
12741,,"Montrose County",,"North America>United States of America>Colorado",
12742,,Montville,,"North America>United States of America>Connecticut",
12743,,"Montville Twp.",,"North America>United States of America>New Jersey",
12744,,Moore,,"North America>United States of America>Oklahoma",
12745,,"Moorestown Twp.",,"North America>United States of America>New Jersey",
12746,,Moorhead,,"North America>United States of America>Minnesota",
12747,,Moorpark,,"North America>United States of America>California",
12748,,Moreau,,"North America>United States of America>New York",
12749,,"Moreno Valley",,"North America>United States of America>California",
12750,,"Morgan City",,"North America>United States of America>Louisiana",
12751,,"Morgan County",,"North America>United States of America>Colorado",
12752,,"Morgan Hill",,"North America>United States of America>California",
12753,,Morganton,,"North America>United States of America>North Carolina",
12754,,Morris,,"North America>United States of America>Illinois",
12755,,Morrison,,"North America>United States of America>Tennessee",
12756,,Morrisville,,"North America>United States of America>Pennsylvania",
12757,,"Morro Bay",,"North America>United States of America>California",
12758,,Morton,,"North America>United States of America>Illinois",
12759,,"Morton Grove",,"North America>United States of America>Illinois",
12760,,Moscow,,"North America>United States of America>Idaho",
12761,,"Moses Lake",,"North America>United States of America>Washington",
12762,,"Moss Point",,"North America>United States of America>Mississippi",
12763,,Moultrie,,"North America>United States of America>Georgia",
12764,,"Mounds View",,"North America>United States of America>Minnesota",
12765,,Moundsville,,"North America>United States of America>West Virginia",
12766,,"Mount Airy",,"North America>United States of America>North Carolina",
12767,,"Mount Clemens",,"North America>United States of America>Michigan",
12768,,"Mount Dora",,"North America>United States of America>Florida",
12769,,"Mount Holly Twp.",,"North America>United States of America>New Jersey",
12770,,"Mount Juliet",,"North America>United States of America>Tennessee",
12771,,"Mount Laurel Twp.",,"North America>United States of America>New Jersey",
12772,,"Mount Pleasant",,"North America>United States of America>New York",
12773,,"Mount Pleasant",,"North America>United States of America>South Carolina",
12774,,"Mount Pleasant",,"North America>United States of America>Texas",
12775,,"Mount Prospect",,"North America>United States of America>Illinois",
12776,,"Mount Vernon",,"North America>United States of America>Illinois",
12777,,"Mount Vernon",,"North America>United States of America>New York",
12778,,"Mount Vernon",,"North America>United States of America>Ohio",
12779,,"Mountain City",,"North America>United States of America>Tennessee",
12780,,"Mountain Home",,"North America>United States of America>Arkansas",
12781,,"Mountain Home",,"North America>United States of America>Idaho",
12782,,"Mountain House",,"North America>United States of America>California",
12783,,"Mountlake Terrace",,"North America>United States of America>Washington",
12784,,"Mt Gilead",,"North America>United States of America>North Carolina",
12785,,"Mt Holly",,"North America>United States of America>North Carolina",
12786,,"Mt Sterling",,"North America>United States of America>Kentucky",
12787,,"Mt Washington",,"North America>United States of America>Kentucky",
12788,,"Mt. Joy",,"North America>United States of America>Pennsylvania",
12789,,"Muhlenberg County",,"North America>United States of America>Kentucky",
12790,,Mukilteo,,"North America>United States of America>Washington",
12791,,"Multnomah County",,"North America>United States of America>Oregon",
12792,,Mundelein,,"North America>United States of America>Illinois",
12793,,Munster,,"North America>United States of America>Indiana",
12794,,Murphy,,"North America>United States of America>Texas",
12795,,Murphysboro,,"North America>United States of America>Illinois",
12796,,Murray,,"North America>United States of America>Kentucky",
12797,,Muscatine,,"North America>United States of America>Iowa",
12798,,"Muscle Shoals",,"North America>United States of America>Alabama",
12799,,"Muskegon Heights",,"North America>United States of America>Michigan",
12800,,"Muskingum County",,"North America>United States of America>Ohio",
12801,,Muskogee,,"North America>United States of America>Oklahoma",
12802,,Mustang,,"North America>United States of America>Oklahoma",
12803,,Nacogdoches,,"North America>United States of America>Texas",
12804,,Nampa,,"North America>United States of America>Idaho",
12805,,Nantucket,,"North America>United States of America>Massachusetts",
12806,,Natchez,,"North America>United States of America>Mississippi",
12807,,Natchitoches,,"North America>United States of America>Louisiana",
12808,,Navarre,,"North America>United States of America>Florida",
12809,,Nederland,,"North America>United States of America>Texas",
12810,,Needham,,"North America>United States of America>Massachusetts",
12811,,Neenah,,"North America>United States of America>Wisconsin",
12812,,"Nelson County",,"North America>United States of America>Kentucky",
12813,,Neosho,,"North America>United States of America>Missouri",
12814,,"Nevada County",,"North America>United States of America>California",
12815,,"New Baltimore",,"North America>United States of America>Michigan",
12816,,"New Berlin",,"North America>United States of America>Wisconsin",
12817,,"New Brighton",,"North America>United States of America>Minnesota",
12818,,"New Brunswick City",,"North America>United States of America>New Jersey",
12819,,"New Canaan",,"North America>United States of America>Connecticut",
12821,,"New Caney",,"North America>United States of America>Texas",
12822,,"New Castle",,"North America>United States of America>Indiana",
12823,,"New Castle",,"North America>United States of America>New York",
12824,,"New Castle",,"North America>United States of America>Pennsylvania",
12825,,"New Castle",,"North America>United States of America>Delaware",
12826,,"New Hanover Twp.",,"North America>United States of America>New Jersey",
12827,,"New Haven",,"North America>United States of America>Indiana",
12828,,"New Hope",,"North America>United States of America>Minnesota",
12829,,"New Hyde Park",,"North America>United States of America>New York",
12830,,"New Kensington",,"North America>United States of America>Pennsylvania",
12831,,"New Lenox",,"North America>United States of America>Illinois",
12832,,"New London",,"North America>United States of America>Connecticut",
12833,,"New Philadelphia",,"North America>United States of America>Ohio",
12835,,"New Rochelle",,"North America>United States of America>New York",
12837,,"New Smyrna Beach",,"North America>United States of America>Florida",
12839,,"New Tazewell",,"North America>United States of America>Tennessee",
12841,,"New Ulm",,"North America>United States of America>Minnesota",
12843,,"New Windsor",,"North America>United States of America>New York",
12849,,Newark,,"North America>United States of America>New York",
12851,,Newark,,"North America>United States of America>Ohio",
12853,,Newberg,,"North America>United States of America>Oregon",
12855,,Newberry,,"North America>United States of America>South Carolina",
12856,,Newburgh,,"North America>United States of America>Indiana",
12858,,Newburgh,,"North America>United States of America>New York",
12860,,Newburyport,,"North America>United States of America>Massachusetts",
12862,,Newman,,"North America>United States of America>California",
12864,,Newport,,"North America>United States of America>North Carolina",
12866,,Newport,,"North America>United States of America>Oregon",
12868,,Newport,,"North America>United States of America>Tennessee",
12871,,Newton,,"North America>United States of America>Iowa",
12873,,Newton,,"North America>United States of America>Kansas",
12876,,Newton,,"North America>United States of America>North Carolina",
12877,,Newtown,,"North America>United States of America>Pennsylvania",
12879,,Niceville,,"North America>United States of America>Florida",
12881,,Nicholasville,,"North America>United States of America>Kentucky",
12883,,Niles,,"North America>United States of America>Illinois",
12886,,Niles,,"North America>United States of America>Ohio",
12888,,Nipomo,,"North America>United States of America>California",
12889,,Nixa,,"North America>United States of America>Missouri",
12891,,Noblesville,,"North America>United States of America>Indiana",
12892,,Nogales,,"North America>United States of America>Arizona",
12894,,Nolensville,,"North America>United States of America>Tennessee",
12896,,Norco,,"North America>United States of America>California",
12899,,Norfolk,,"North America>United States of America>Nebraska",
12902,,Norridge,,"North America>United States of America>Illinois",
12904,,Norristown,,"North America>United States of America>Pennsylvania",
12905,,"Federal Heights",,"North America>United States of America>Colorado",
12906,,"North Adams",,"North America>United States of America>Massachusetts",
12907,,Fenton,,"North America>United States of America>Michigan",
12908,,"North Andover",,"North America>United States of America>Massachusetts",
12909,,"Fentress County",,"North America>United States of America>Tennessee",
12910,,"North Arlington Boro",,"North America>United States of America>New Jersey",
12911,,"Fergus Falls",,"North America>United States of America>Minnesota",
12912,,"North Attleborough",,"North America>United States of America>Massachusetts",
12914,,"North Augusta",,"North America>United States of America>South Carolina",
12916,,"North Aurora",,"North America>United States of America>Illinois",
12919,,"North Canton",,"North America>United States of America>Ohio",
12921,,"North Charleston",,"North America>United States of America>South Carolina",
12923,,"North Chicago",,"North America>United States of America>Illinois",
12925,,"North Garden",,"North America>United States of America>California",
12927,,"North Hanover Twp.",,"North America>United States of America>New Jersey",
12929,,"North Haven",,"North America>United States of America>Connecticut",
12931,,"North Hempstead",,"North America>United States of America>New York",
12933,,"North Kingstown",,"North America>United States of America>Rhode Island",
12934,,Fitzgerald,,"North America>United States of America>Georgia",
12935,,"North Kona",,"North America>United States of America>Hawaii",
12937,,"North Lake",,"North America>United States of America>Illinois",
12939,,"North Las Vegas",,"North America>United States of America>Nevada",
12940,,"North Lauderdale",,"North America>United States of America>Florida",
12942,,"North Liberty",,"North America>United States of America>Iowa",
12943,,"North Mankato",,"North America>United States of America>Minnesota",
12945,,"North Miami",,"North America>United States of America>Florida",
12947,,"North Miami Beach",,"North America>United States of America>Florida",
12949,,"North Myrtle Beach",,"North America>United States of America>South Carolina",
12952,,"North Port",,"North America>United States of America>Florida",
12954,,"North Reading",,"North America>United States of America>Massachusetts",
12956,,"North Richland Hills",,"North America>United States of America>Texas",
12958,,"North Ridgeville",,"North America>United States of America>Ohio",
12960,,"North St. Paul",,"North America>United States of America>Minnesota",
12962,,"North Tonawanda",,"North America>United States of America>New York",
12964,,"North Vernon",,"North America>United States of America>Indiana",
12966,,"North Wales",,"North America>United States of America>Pennsylvania",
12968,,Northampton,,"North America>United States of America>Pennsylvania",
12970,,"Northampton County",,"North America>United States of America>Pennsylvania",
12972,,Northborough,,"North America>United States of America>Massachusetts",
12974,,Northbrook,,"North America>United States of America>Illinois",
12976,,Northfield,,"North America>United States of America>Minnesota",
12978,,Northglenn,,"North America>United States of America>Colorado",
12980,,Northport,,"North America>United States of America>Alabama",
12982,,"Northumberland County",,"North America>United States of America>Pennsylvania",
12984,,Northville,,"North America>United States of America>Michigan",
12986,,"Northwest Chigago Suburbs",,"North America>United States of America>Illinois",
12988,,Norton,,"North America>United States of America>Massachusetts",
12990,,Norwalk,,"North America>United States of America>Ohio",
12992,,Norwell,,"North America>United States of America>Massachusetts",
12994,,Norwood,,"North America>United States of America>Massachusetts",
12996,,Norwood,,"North America>United States of America>Ohio",
12998,,Novi,,"North America>United States of America>Michigan",
13000,,"Nueces County",,"North America>United States of America>Texas",
13003,,"Nutley Town",,"North America>United States of America>New Jersey",
13005,,"O Fallon",,"North America>United States of America>Illinois",
13008,,"Oak Bluffs",,"North America>United States of America>Massachusetts",
13009,,"Fort Payne",,"North America>United States of America>Alabama",
13010,,"Oak Brook",,"North America>United States of America>Illinois",
13011,,"Fort Pierce",,"North America>United States of America>Florida",
13012,,"Oak Creek",,"North America>United States of America>Wisconsin",
13013,,"Fort Richardson",,"North America>United States of America>Alaska",
13014,,"Oak Forest",,"North America>United States of America>Illinois",
13016,,"Oak Harbor",,"North America>United States of America>Washington",
13018,,"Oak Hill",,"North America>United States of America>West Virginia",
13020,,"Oak Island",,"North America>United States of America>North Carolina",
13021,,"Oak Lawn",,"North America>United States of America>Illinois",
13023,,"Oak Park",,"North America>United States of America>Illinois",
13025,,"Oak Park",,"North America>United States of America>Michigan",
13028,,"Oak Ridge",,"North America>United States of America>Tennessee",
13029,,Oakdale,,"North America>United States of America>California",
13030,,Oakdale,,"North America>United States of America>Minnesota",
13032,,Oakland,,"North America>United States of America>Tennessee",
13034,,"Oakland Boro",,"North America>United States of America>New Jersey",
13036,,"Oakland County",,"North America>United States of America>Michigan",
13039,,"Oakland Park",,"North America>United States of America>Florida",
13041,,Oakley,,"North America>United States of America>California",
13043,,Oakmont,,"North America>United States of America>Pennsylvania",
13045,,"Ocean City",,"North America>United States of America>Maryland",
13047,,"Ocean City",,"North America>United States of America>New Jersey",
13049,,"Ocean Springs",,"North America>United States of America>Mississippi",
13051,,Ocoee,,"North America>United States of America>Florida",
13053,,Oconomowoc,,"North America>United States of America>Wisconsin",
13055,,Odenville,,"North America>United States of America>Alabama",
13057,,Odessa,,"North America>United States of America>Florida",
13061,,Ogdensburg,,"North America>United States of America>New York",
13063,,"Ohio County",,"North America>United States of America>Kentucky",
13065,,"Oil City",,"North America>United States of America>Pennsylvania",
13067,,Oildale,,"North America>United States of America>California",
13068,,Okeechobee,,"North America>United States of America>Florida",
13071,,Okmulgee,,"North America>United States of America>Oklahoma",
13072,,"Oktibbeha County",,"North America>United States of America>Mississippi",
13074,,Olathe,,"North America>United States of America>Kansas",
13075,,"Freehold Boro",,"North America>United States of America>New Jersey",
13076,,"Old Bridge Twp.",,"North America>United States of America>New Jersey",
13078,,"Oldham County",,"North America>United States of America>Kentucky",
13079,,Freeport,,"North America>United States of America>New York",
13080,,Oldsmar,,"North America>United States of America>Florida",
13082,,Olean,,"North America>United States of America>New York",
13084,,"Olive Branch",,"North America>United States of America>Mississippi",
13086,,Olivehurst,,"North America>United States of America>California",
13089,,Onalaska,,"North America>United States of America>Wisconsin",
