id,"City name",Categories,Title
11552,"Cranberry Twp","North America>United States of America>Pennsylvania","Is Cranberry Twp Tap Water Safe to Drink?"
11553,Cranston,"North America>United States of America>Rhode Island","Is Cranston Tap Water Safe to Drink?"
11554,Crawfordsville,"North America>United States of America>Indiana","Is Crawfordsville Tap Water Safe to Drink?"
11555,"Creek County","North America>United States of America>Oklahoma","Is Creek County Tap Water Safe to Drink?"
11556,"Crescent City","North America>United States of America>California","Is Crescent City Tap Water Safe to Drink?"
11557,"Crest Hill","North America>United States of America>Illinois","Is Crest Hill Tap Water Safe to Drink?"
11558,Creston,"North America>United States of America>Iowa","Is Creston Tap Water Safe to Drink?"
11559,Crestwood,"North America>United States of America>Illinois","Is Crestwood Tap Water Safe to Drink?"
11560,Cromwell,"North America>United States of America>Connecticut","Is Cromwell Tap Water Safe to Drink?"
11561,Crossville,"North America>United States of America>Tennessee","Is Crossville Tap Water Safe to Drink?"
11562,Crowley,"North America>United States of America>Texas","Is Crowley Tap Water Safe to Drink?"
11563,"Crown Point","North America>United States of America>Indiana","Is Crown Point Tap Water Safe to Drink?"
11564,Crystal,"North America>United States of America>Minnesota","Is Crystal Tap Water Safe to Drink?"
11565,Cudahy,"North America>United States of America>Wisconsin","Is Cudahy Tap Water Safe to Drink?"
11566,Cullman,"North America>United States of America>Alabama","Is Cullman Tap Water Safe to Drink?"
11567,Culpeper,"North America>United States of America>Virginia","Is Culpeper Tap Water Safe to Drink?"
11568,"Culver City","North America>United States of America>California","Is Culver City Tap Water Safe to Drink?"
11569,Cumberland,"North America>United States of America>Rhode Island","Is Cumberland Tap Water Safe to Drink?"
11570,"Cumberland County","North America>United States of America>Pennsylvania","Is Cumberland County Tap Water Safe to Drink?"
11571,"Cumberland County","North America>United States of America>Tennessee","Is Cumberland County Tap Water Safe to Drink?"
11572,"Cuyahoga Falls","North America>United States of America>Ohio","Is Cuyahoga Falls Tap Water Safe to Drink?"
11573,"Dade City","North America>United States of America>Florida","Is Dade City Tap Water Safe to Drink?"
11574,Dallas,"North America>United States of America>Georgia","Is Dallas Tap Water Safe to Drink?"
11575,Dallas,"North America>United States of America>Oregon","Is Dallas Tap Water Safe to Drink?"
11576,"Dallas County","North America>United States of America>Texas","Is Dallas County Tap Water Safe to Drink?"
11577,Dallastown,"North America>United States of America>Pennsylvania","Is Dallastown Tap Water Safe to Drink?"
11578,Dalton,"North America>United States of America>Georgia","Is Dalton Tap Water Safe to Drink?"
11579,"Daly City","North America>United States of America>California","Is Daly City Tap Water Safe to Drink?"
11580,Dalzell,"North America>United States of America>South Carolina","Is Dalzell Tap Water Safe to Drink?"
11581,"Dania Beach","North America>United States of America>Florida","Is Dania Beach Tap Water Safe to Drink?"
11582,Danvers,"North America>United States of America>Massachusetts","Is Danvers Tap Water Safe to Drink?"
11583,Danville,"North America>United States of America>Illinois","Is Danville Tap Water Safe to Drink?"
11584,Danville,"North America>United States of America>Kentucky","Is Danville Tap Water Safe to Drink?"
11585,Daphne,"North America>United States of America>Alabama","Is Daphne Tap Water Safe to Drink?"
11586,Darien,"North America>United States of America>Connecticut","Is Darien Tap Water Safe to Drink?"
11587,Darien,"North America>United States of America>Illinois","Is Darien Tap Water Safe to Drink?"
11588,Darien,"North America>United States of America>Connecticut","Is Darien Tap Water Safe to Drink?"
11589,Darlington,"North America>United States of America>South Carolina","Is Darlington Tap Water Safe to Drink?"
11590,Dartmouth,"North America>United States of America>Massachusetts","Is Dartmouth Tap Water Safe to Drink?"
11591,"Dauphin County","North America>United States of America>Pennsylvania","Is Dauphin County Tap Water Safe to Drink?"
11592,Davenport,"North America>United States of America>Florida","Is Davenport Tap Water Safe to Drink?"
11593,Davie/hollywood,"North America>United States of America>Florida","Is Davie/hollywood Tap Water Safe to Drink?"
11594,"Daviess County","North America>United States of America>Kentucky","Is Daviess County Tap Water Safe to Drink?"
11595,"Davis County County","North America>United States of America>Utah","Is Davis County County Tap Water Safe to Drink?"
11596,Dawsonville,"North America>United States of America>Georgia","Is Dawsonville Tap Water Safe to Drink?"
11597,Dayton,"North America>United States of America>Nevada","Is Dayton Tap Water Safe to Drink?"
11598,Dayton,"North America>United States of America>Tennessee","Is Dayton Tap Water Safe to Drink?"
11599,"De Kalb","North America>United States of America>Illinois","Is De Kalb Tap Water Safe to Drink?"
11600,"De Kalb County","North America>United States of America>Tennessee","Is De Kalb County Tap Water Safe to Drink?"
11601,"De Pere","North America>United States of America>Wisconsin","Is De Pere Tap Water Safe to Drink?"
11602,"De Witt","North America>United States of America>New York","Is De Witt Tap Water Safe to Drink?"
11603,Dearborn,"North America>United States of America>Michigan","Is Dearborn Tap Water Safe to Drink?"
11604,"Dearborn Heights","North America>United States of America>Michigan","Is Dearborn Heights Tap Water Safe to Drink?"
11605,Decatur,"North America>United States of America>Alabama","Is Decatur Tap Water Safe to Drink?"
11606,Dedham,"North America>United States of America>Massachusetts","Is Dedham Tap Water Safe to Drink?"
11607,"Deep Run","North America>United States of America>North Carolina","Is Deep Run Tap Water Safe to Drink?"
11608,"Deer Park","North America>United States of America>Texas","Is Deer Park Tap Water Safe to Drink?"
11609,Deerfield,"North America>United States of America>Illinois","Is Deerfield Tap Water Safe to Drink?"
11610,Defiance,"North America>United States of America>Ohio","Is Defiance Tap Water Safe to Drink?"
11611,"Defuniak Springs","North America>United States of America>Florida","Is Defuniak Springs Tap Water Safe to Drink?"
11612,"Dekalb County","North America>United States of America>Georgia","Is Dekalb County Tap Water Safe to Drink?"
11613,"Del City","North America>United States of America>Oklahoma","Is Del City Tap Water Safe to Drink?"
11615,Delano,"North America>United States of America>California","Is Delano Tap Water Safe to Drink?"
11616,Delaware,"North America>United States of America>Ohio","Is Delaware Tap Water Safe to Drink?"
11617,"Delaware County","North America>United States of America>Ohio","Is Delaware County Tap Water Safe to Drink?"
11618,Deltona,"North America>United States of America>Florida","Is Deltona Tap Water Safe to Drink?"
11619,Deming,"North America>United States of America>New Mexico","Is Deming Tap Water Safe to Drink?"
11620,Demopolis,"North America>United States of America>Alabama","Is Demopolis Tap Water Safe to Drink?"
11621,Demorest,"North America>United States of America>Georgia","Is Demorest Tap Water Safe to Drink?"
11622,"Denham Springs","North America>United States of America>Louisiana","Is Denham Springs Tap Water Safe to Drink?"
11623,Denison,"North America>United States of America>Texas","Is Denison Tap Water Safe to Drink?"
11624,Dennis,"North America>United States of America>Massachusetts","Is Dennis Tap Water Safe to Drink?"
11625,"Denton County","North America>United States of America>Texas","Is Denton County Tap Water Safe to Drink?"
11626,Denver,"North America>United States of America>North Carolina","Is Denver Tap Water Safe to Drink?"
11627,"Denver County","North America>United States of America>Colorado","Is Denver County Tap Water Safe to Drink?"
11628,"Denville Twp.","North America>United States of America>New Jersey","Is Denville Twp. Tap Water Safe to Drink?"
11629,"Deptford Twp.","North America>United States of America>New Jersey","Is Deptford Twp. Tap Water Safe to Drink?"
11630,Derby,"North America>United States of America>Kansas","Is Derby Tap Water Safe to Drink?"
11631,Deridder,"North America>United States of America>Louisiana","Is Deridder Tap Water Safe to Drink?"
11632,Derry,"North America>United States of America>New Hampshire","Is Derry Tap Water Safe to Drink?"
11633,"Deschutes County","North America>United States of America>Oregon","Is Deschutes County Tap Water Safe to Drink?"
11634,Desoto,"North America>United States of America>Texas","Is Desoto Tap Water Safe to Drink?"
11635,Destin,"North America>United States of America>Florida","Is Destin Tap Water Safe to Drink?"
11636,"Dewey Beach","North America>United States of America>Delaware","Is Dewey Beach Tap Water Safe to Drink?"
11637,Dickinson,"North America>United States of America>North Dakota","Is Dickinson Tap Water Safe to Drink?"
11638,Dickson,"North America>United States of America>Tennessee","Is Dickson Tap Water Safe to Drink?"
11639,Dillon,"North America>United States of America>South Carolina","Is Dillon Tap Water Safe to Drink?"
11640,Dinuba,"North America>United States of America>California","Is Dinuba Tap Water Safe to Drink?"
11641,"Discovery Bay","North America>United States of America>California","Is Discovery Bay Tap Water Safe to Drink?"
11642,Dixon,"North America>United States of America>Illinois","Is Dixon Tap Water Safe to Drink?"
11643,Dolton,"North America>United States of America>Illinois","Is Dolton Tap Water Safe to Drink?"
11644,"Dona Ana","North America>United States of America>New Mexico","Is Dona Ana Tap Water Safe to Drink?"
11645,Donna,"North America>United States of America>Texas","Is Donna Tap Water Safe to Drink?"
11646,Douglas,"North America>United States of America>Alabama","Is Douglas Tap Water Safe to Drink?"
11647,Douglas,"North America>United States of America>Arizona","Is Douglas Tap Water Safe to Drink?"
11648,Douglas,"North America>United States of America>Georgia","Is Douglas Tap Water Safe to Drink?"
11649,"Douglas County","North America>United States of America>Colorado","Is Douglas County Tap Water Safe to Drink?"
11650,Douglasville,"North America>United States of America>Georgia","Is Douglasville Tap Water Safe to Drink?"
11651,Dover,"North America>United States of America>Ohio","Is Dover Tap Water Safe to Drink?"
11652,Dover,"North America>United States of America>Pennsylvania","Is Dover Tap Water Safe to Drink?"
11653,"Dover Town","North America>United States of America>New Jersey","Is Dover Town Tap Water Safe to Drink?"
11654,"Downers Grove","North America>United States of America>Illinois","Is Downers Grove Tap Water Safe to Drink?"
11655,Dracut,"North America>United States of America>Massachusetts","Is Dracut Tap Water Safe to Drink?"
11656,Duarte,"North America>United States of America>California","Is Duarte Tap Water Safe to Drink?"
11657,Dublin,"North America>United States of America>California","Is Dublin Tap Water Safe to Drink?"
11658,Dublin,"North America>United States of America>Georgia","Is Dublin Tap Water Safe to Drink?"
11659,Dubois,"North America>United States of America>Indiana","Is Dubois Tap Water Safe to Drink?"
11660,Dumas,"North America>United States of America>Texas","Is Dumas Tap Water Safe to Drink?"
11661,Duncan,"North America>United States of America>Oklahoma","Is Duncan Tap Water Safe to Drink?"
11662,Duncanville,"North America>United States of America>Texas","Is Duncanville Tap Water Safe to Drink?"
11663,Dunedin,"North America>United States of America>Florida","Is Dunedin Tap Water Safe to Drink?"
11664,Dunkirk,"North America>United States of America>New York","Is Dunkirk Tap Water Safe to Drink?"
11665,Dunnellon,"North America>United States of America>Florida","Is Dunnellon Tap Water Safe to Drink?"
11666,"Dupage County","North America>United States of America>Illinois","Is Dupage County Tap Water Safe to Drink?"
11667,Durant,"North America>United States of America>Oklahoma","Is Durant Tap Water Safe to Drink?"
11668,Durham,"North America>United States of America>New Hampshire","Is Durham Tap Water Safe to Drink?"
11669,Duxbury,"North America>United States of America>Massachusetts","Is Duxbury Tap Water Safe to Drink?"
11670,Dyer,"North America>United States of America>Indiana","Is Dyer Tap Water Safe to Drink?"
11671,Dyersburg,"North America>United States of America>Tennessee","Is Dyersburg Tap Water Safe to Drink?"
11672,Eagan,"North America>United States of America>Minnesota","Is Eagan Tap Water Safe to Drink?"
11673,Eagle,"North America>United States of America>Idaho","Is Eagle Tap Water Safe to Drink?"
11674,"Eagle County","North America>United States of America>Colorado","Is Eagle County Tap Water Safe to Drink?"
11675,"Eagle Mountain","North America>United States of America>Utah","Is Eagle Mountain Tap Water Safe to Drink?"
11676,"Eagle Pass","North America>United States of America>Texas","Is Eagle Pass Tap Water Safe to Drink?"
11677,Easley,"North America>United States of America>South Carolina","Is Easley Tap Water Safe to Drink?"
11678,"East Bridgewater","North America>United States of America>Massachusetts","Is East Bridgewater Tap Water Safe to Drink?"
11679,"East Brunswick Twp.","North America>United States of America>New Jersey","Is East Brunswick Twp. Tap Water Safe to Drink?"
11680,"East Chicago","North America>United States of America>Indiana","Is East Chicago Tap Water Safe to Drink?"
11681,"East Granby","North America>United States of America>Connecticut","Is East Granby Tap Water Safe to Drink?"
11682,"East Granby","North America>United States of America>Connecticut","Is East Granby Tap Water Safe to Drink?"
11683,"East Grand Rapids","North America>United States of America>Michigan","Is East Grand Rapids Tap Water Safe to Drink?"
11684,"East Hanover Twp.","North America>United States of America>New Jersey","Is East Hanover Twp. Tap Water Safe to Drink?"
11685,"East Liverpool","North America>United States of America>Ohio","Is East Liverpool Tap Water Safe to Drink?"
11686,"East Longmeadow","North America>United States of America>Massachusetts","Is East Longmeadow Tap Water Safe to Drink?"
11687,"East Lyme","North America>United States of America>Connecticut","Is East Lyme Tap Water Safe to Drink?"
11688,"East Moline","North America>United States of America>Illinois","Is East Moline Tap Water Safe to Drink?"
11689,"East Orange City","North America>United States of America>New Jersey","Is East Orange City Tap Water Safe to Drink?"
11690,"East Palo Alto","North America>United States of America>California","Is East Palo Alto Tap Water Safe to Drink?"
11691,"East Peoria","North America>United States of America>Illinois","Is East Peoria Tap Water Safe to Drink?"
11692,"East Point","North America>United States of America>Georgia","Is East Point Tap Water Safe to Drink?"
11693,"East St Louis","North America>United States of America>Illinois","Is East St Louis Tap Water Safe to Drink?"
11694,"East Wenatchee","North America>United States of America>Washington","Is East Wenatchee Tap Water Safe to Drink?"
11695,"East Windsor","North America>United States of America>Connecticut","Is East Windsor Tap Water Safe to Drink?"
11696,"East Windsor Twp.","North America>United States of America>New Jersey","Is East Windsor Twp. Tap Water Safe to Drink?"
11697,Easthampton,"North America>United States of America>Massachusetts","Is Easthampton Tap Water Safe to Drink?"
11698,Easton,"North America>United States of America>Maryland","Is Easton Tap Water Safe to Drink?"
11699,Easton,"North America>United States of America>Massachusetts","Is Easton Tap Water Safe to Drink?"
11700,Easton,"North America>United States of America>Pennsylvania","Is Easton Tap Water Safe to Drink?"
11701,Eastpointe,"North America>United States of America>Michigan","Is Eastpointe Tap Water Safe to Drink?"
11702,"Eaton County","North America>United States of America>Michigan","Is Eaton County Tap Water Safe to Drink?"
11703,Eatonton,"North America>United States of America>Georgia","Is Eatonton Tap Water Safe to Drink?"
11704,"Ector County","North America>United States of America>Texas","Is Ector County Tap Water Safe to Drink?"
11705,Eden,"North America>United States of America>North Carolina","Is Eden Tap Water Safe to Drink?"
11706,Edenton,"North America>United States of America>North Carolina","Is Edenton Tap Water Safe to Drink?"
11707,Edgewater,"North America>United States of America>Florida","Is Edgewater Tap Water Safe to Drink?"
11708,Edina,"North America>United States of America>Minnesota","Is Edina Tap Water Safe to Drink?"
11709,Edinburg,"North America>United States of America>Texas","Is Edinburg Tap Water Safe to Drink?"
11711,Edmonds,"North America>United States of America>Washington","Is Edmonds Tap Water Safe to Drink?"
11712,"Edmonson County","North America>United States of America>Kentucky","Is Edmonson County Tap Water Safe to Drink?"
11713,"Edwards Afb","North America>United States of America>California","Is Edwards Afb Tap Water Safe to Drink?"
11714,Effingham,"North America>United States of America>Illinois","Is Effingham Tap Water Safe to Drink?"
11715,"El Campo","North America>United States of America>Texas","Is El Campo Tap Water Safe to Drink?"
11716,"El Dorado","North America>United States of America>Kansas","Is El Dorado Tap Water Safe to Drink?"
11717,"El Dorado County","North America>United States of America>California","Is El Dorado County Tap Water Safe to Drink?"
11718,"El Mirage","North America>United States of America>Arizona","Is El Mirage Tap Water Safe to Drink?"
11719,"El Monte","North America>United States of America>California","Is El Monte Tap Water Safe to Drink?"
11720,"El Paso County","North America>United States of America>Colorado","Is El Paso County Tap Water Safe to Drink?"
11721,"El Paso County","North America>United States of America>Texas","Is El Paso County Tap Water Safe to Drink?"
11722,"El Reno","North America>United States of America>Oklahoma","Is El Reno Tap Water Safe to Drink?"
11723,"El Segundo","North America>United States of America>California","Is El Segundo Tap Water Safe to Drink?"
11724,Elgin,"North America>United States of America>Illinois","Is Elgin Tap Water Safe to Drink?"
11725,"Elizabeth City","North America>United States of America>New Jersey","Is Elizabeth City Tap Water Safe to Drink?"
11726,"Elizabeth City","North America>United States of America>New Jersey","Is Elizabeth City Tap Water Safe to Drink?"
11728,Elizabethton,"North America>United States of America>Tennessee","Is Elizabethton Tap Water Safe to Drink?"
11729,Elizabethtown,"North America>United States of America>North Carolina","Is Elizabethtown Tap Water Safe to Drink?"
11730,Elizabethtown,"North America>United States of America>Pennsylvania","Is Elizabethtown Tap Water Safe to Drink?"
11731,"Elk City","North America>United States of America>Oklahoma","Is Elk City Tap Water Safe to Drink?"
11732,"Elk Grove","North America>United States of America>California","Is Elk Grove Tap Water Safe to Drink?"
11733,"Elk Grove","North America>United States of America>Illinois","Is Elk Grove Tap Water Safe to Drink?"
11734,"Elk River","North America>United States of America>Minnesota","Is Elk River Tap Water Safe to Drink?"
11735,Elkton,"North America>United States of America>Maryland","Is Elkton Tap Water Safe to Drink?"
11736,Ellensburg,"North America>United States of America>Washington","Is Ellensburg Tap Water Safe to Drink?"
11737,Ellettsville,"North America>United States of America>Indiana","Is Ellettsville Tap Water Safe to Drink?"
11738,Ellijay,"North America>United States of America>Georgia","Is Ellijay Tap Water Safe to Drink?"
11739,"Ellis County","North America>United States of America>Texas","Is Ellis County Tap Water Safe to Drink?"
11740,Elma,"North America>United States of America>New York","Is Elma Tap Water Safe to Drink?"
11741,"Elmendorf Air Force Base","North America>United States of America>Alaska","Is Elmendorf Air Force Base Tap Water Safe to Drink?"
11742,Elmhurst,"North America>United States of America>Illinois","Is Elmhurst Tap Water Safe to Drink?"
11743,Elmore,"North America>United States of America>Alabama","Is Elmore Tap Water Safe to Drink?"
11744,"Elmwood Park","North America>United States of America>Illinois","Is Elmwood Park Tap Water Safe to Drink?"
11745,"Elmwood Park Boro","North America>United States of America>New Jersey","Is Elmwood Park Boro Tap Water Safe to Drink?"
11746,Elon,"North America>United States of America>North Carolina","Is Elon Tap Water Safe to Drink?"
11747,Emmaus,"North America>United States of America>Pennsylvania","Is Emmaus Tap Water Safe to Drink?"
11748,Emporia,"North America>United States of America>Kansas","Is Emporia Tap Water Safe to Drink?"
11749,Endicott,"North America>United States of America>New York","Is Endicott Tap Water Safe to Drink?"
11750,Englewood,"North America>United States of America>Colorado","Is Englewood Tap Water Safe to Drink?"
11751,Englewood,"North America>United States of America>Florida","Is Englewood Tap Water Safe to Drink?"
11752,Englewood,"North America>United States of America>Ohio","Is Englewood Tap Water Safe to Drink?"
11753,Enid,"North America>United States of America>Oklahoma","Is Enid Tap Water Safe to Drink?"
11754,Ennis,"North America>United States of America>Texas","Is Ennis Tap Water Safe to Drink?"
11755,Enterprise,"North America>United States of America>Alabama","Is Enterprise Tap Water Safe to Drink?"
11756,Enumclaw,"North America>United States of America>Washington","Is Enumclaw Tap Water Safe to Drink?"
11757,Ephrata,"North America>United States of America>Pennsylvania","Is Ephrata Tap Water Safe to Drink?"
11758,Erie,"North America>United States of America>Colorado","Is Erie Tap Water Safe to Drink?"
11759,"Erie County","North America>United States of America>Ohio","Is Erie County Tap Water Safe to Drink?"
11760,Erwin,"North America>United States of America>North Carolina","Is Erwin Tap Water Safe to Drink?"
11761,Erwin,"North America>United States of America>Tennessee","Is Erwin Tap Water Safe to Drink?"
11762,Escanaba,"North America>United States of America>Michigan","Is Escanaba Tap Water Safe to Drink?"
11763,Escondido,"North America>United States of America>California","Is Escondido Tap Water Safe to Drink?"
11764,Espanola,"North America>United States of America>New Mexico","Is Espanola Tap Water Safe to Drink?"
11765,"Estes Park","North America>United States of America>Colorado","Is Estes Park Tap Water Safe to Drink?"
11766,"Estill County","North America>United States of America>Kentucky","Is Estill County Tap Water Safe to Drink?"
11767,Etowah,"North America>United States of America>Tennessee","Is Etowah Tap Water Safe to Drink?"
11768,Eubank,"North America>United States of America>Kentucky","Is Eubank Tap Water Safe to Drink?"
11769,Eufaula,"North America>United States of America>Alabama","Is Eufaula Tap Water Safe to Drink?"
11770,Euless,"North America>United States of America>Texas","Is Euless Tap Water Safe to Drink?"
11771,Eustis,"North America>United States of America>Florida","Is Eustis Tap Water Safe to Drink?"
11772,Evans,"North America>United States of America>Colorado","Is Evans Tap Water Safe to Drink?"
11773,Evanston,"North America>United States of America>Wyoming","Is Evanston Tap Water Safe to Drink?"
11774,Everett,"North America>United States of America>Massachusetts","Is Everett Tap Water Safe to Drink?"
11775,Evergreen,"North America>United States of America>Colorado","Is Evergreen Tap Water Safe to Drink?"
11776,"Evergreen Park","North America>United States of America>Illinois","Is Evergreen Park Tap Water Safe to Drink?"
11777,"Evesham Twp.","North America>United States of America>New Jersey","Is Evesham Twp. Tap Water Safe to Drink?"
11778,"Excelsior Spgs.","North America>United States of America>Missouri","Is Excelsior Spgs. Tap Water Safe to Drink?"
11779,Exeter,"North America>United States of America>California","Is Exeter Tap Water Safe to Drink?"
11780,Exeter,"North America>United States of America>New Hampshire","Is Exeter Tap Water Safe to Drink?"
11781,"Fair Haven Boro","North America>United States of America>New Jersey","Is Fair Haven Boro Tap Water Safe to Drink?"
11783,"Fair Lawn Boro","North America>United States of America>New Jersey","Is Fair Lawn Boro Tap Water Safe to Drink?"
11784,"Fair Oaks","North America>United States of America>California","Is Fair Oaks Tap Water Safe to Drink?"
11785,Fairborn,"North America>United States of America>Ohio","Is Fairborn Tap Water Safe to Drink?"
11786,Fairburn,"North America>United States of America>Georgia","Is Fairburn Tap Water Safe to Drink?"
11787,"Fairfax County","North America>United States of America>Virginia","Is Fairfax County Tap Water Safe to Drink?"
11788,Fairfield,"North America>United States of America>Ohio","Is Fairfield Tap Water Safe to Drink?"
11789,"Fairfield County","North America>United States of America>Ohio","Is Fairfield County Tap Water Safe to Drink?"
11790,Fairhaven,"North America>United States of America>Massachusetts","Is Fairhaven Tap Water Safe to Drink?"
11791,Fairhope,"North America>United States of America>Alabama","Is Fairhope Tap Water Safe to Drink?"
11792,Fairmont,"North America>United States of America>Minnesota","Is Fairmont Tap Water Safe to Drink?"
11793,Fairmont,"North America>United States of America>West Virginia","Is Fairmont Tap Water Safe to Drink?"
11794,Fallbrook,"North America>United States of America>California","Is Fallbrook Tap Water Safe to Drink?"
11795,Falmouth,"North America>United States of America>Massachusetts","Is Falmouth Tap Water Safe to Drink?"
11796,Faribault,"North America>United States of America>Minnesota","Is Faribault Tap Water Safe to Drink?"
11797,"Farmers Branch","North America>United States of America>Texas","Is Farmers Branch Tap Water Safe to Drink?"
11798,Farmersville,"North America>United States of America>California","Is Farmersville Tap Water Safe to Drink?"
11799,Farmington,"North America>United States of America>Michigan","Is Farmington Tap Water Safe to Drink?"
11800,Farmington,"North America>United States of America>Minnesota","Is Farmington Tap Water Safe to Drink?"
11801,Farmington,"North America>United States of America>Missouri","Is Farmington Tap Water Safe to Drink?"
11802,Farmington,"North America>United States of America>New York","Is Farmington Tap Water Safe to Drink?"
11803,Fate,"North America>United States of America>Texas","Is Fate Tap Water Safe to Drink?"
11804,"Fauquier County","North America>United States of America>Virginia","Is Fauquier County Tap Water Safe to Drink?"
11805,"Fayette County","North America>United States of America>Georgia","Is Fayette County Tap Water Safe to Drink?"
11806,"Fayette County","North America>United States of America>Pennsylvania","Is Fayette County Tap Water Safe to Drink?"
11807,Fayetteville,"North America>United States of America>Georgia","Is Fayetteville Tap Water Safe to Drink?"
11808,Fayetteville,"North America>United States of America>Arkansas","Is Fayetteville Tap Water Safe to Drink?"
11809,Fayetteville,"North America>United States of America>Tennessee","Is Fayetteville Tap Water Safe to Drink?"
11810,"Federal Heights","North America>United States of America>Colorado","Is Federal Heights Tap Water Safe to Drink?"
11811,Fenton,"North America>United States of America>Michigan","Is Fenton Tap Water Safe to Drink?"
11812,"Fentress County","North America>United States of America>Tennessee","Is Fentress County Tap Water Safe to Drink?"
11813,"Fergus Falls","North America>United States of America>Minnesota","Is Fergus Falls Tap Water Safe to Drink?"
11814,"Fernandina Beach","North America>United States of America>Florida","Is Fernandina Beach Tap Water Safe to Drink?"
11815,Ferndale,"North America>United States of America>Michigan","Is Ferndale Tap Water Safe to Drink?"
11816,Ferndale,"North America>United States of America>Washington","Is Ferndale Tap Water Safe to Drink?"
11817,Fernley,"North America>United States of America>Nevada","Is Fernley Tap Water Safe to Drink?"
11818,Festus,"North America>United States of America>Missouri","Is Festus Tap Water Safe to Drink?"
11819,Fillmore,"North America>United States of America>California","Is Fillmore Tap Water Safe to Drink?"
11820,Findlay,"North America>United States of America>Ohio","Is Findlay Tap Water Safe to Drink?"
11821,Fishkill,"North America>United States of America>New York","Is Fishkill Tap Water Safe to Drink?"
11822,Fitchburg,"North America>United States of America>Massachusetts","Is Fitchburg Tap Water Safe to Drink?"
11823,Fitchburg,"North America>United States of America>Wisconsin","Is Fitchburg Tap Water Safe to Drink?"
11824,Fitzgerald,"North America>United States of America>Georgia","Is Fitzgerald Tap Water Safe to Drink?"
11825,"Fleming County","North America>United States of America>Kentucky","Is Fleming County Tap Water Safe to Drink?"
11826,"Fleming Island","North America>United States of America>Florida","Is Fleming Island Tap Water Safe to Drink?"
11827,Flintstone,"North America>United States of America>Georgia","Is Flintstone Tap Water Safe to Drink?"
11828,Florence,"North America>United States of America>Arizona","Is Florence Tap Water Safe to Drink?"
11829,Florence,"North America>United States of America>Kentucky","Is Florence Tap Water Safe to Drink?"
11830,Florence,"North America>United States of America>South Carolina","Is Florence Tap Water Safe to Drink?"
11831,"Florence Twp.","North America>United States of America>New Jersey","Is Florence Twp. Tap Water Safe to Drink?"
11832,Florence/graham,"North America>United States of America>California","Is Florence/graham Tap Water Safe to Drink?"
11833,"Florida City","North America>United States of America>Florida","Is Florida City Tap Water Safe to Drink?"
11834,"Flower Mound","North America>United States of America>Texas","Is Flower Mound Tap Water Safe to Drink?"
11835,Flowood,"North America>United States of America>Mississippi","Is Flowood Tap Water Safe to Drink?"
11836,"Floyd County","North America>United States of America>Kentucky","Is Floyd County Tap Water Safe to Drink?"
11837,"Fluvanna County","North America>United States of America>Virginia","Is Fluvanna County Tap Water Safe to Drink?"
11838,Foley,"North America>United States of America>Alabama","Is Foley Tap Water Safe to Drink?"
11839,Folsom,"North America>United States of America>California","Is Folsom Tap Water Safe to Drink?"
11841,"Forest City","North America>United States of America>North Carolina","Is Forest City Tap Water Safe to Drink?"
11842,"Forest Grove","North America>United States of America>Oregon","Is Forest Grove Tap Water Safe to Drink?"
11843,"Forest Hill","North America>United States of America>Texas","Is Forest Hill Tap Water Safe to Drink?"
11844,"Forest Lake","North America>United States of America>Minnesota","Is Forest Lake Tap Water Safe to Drink?"
11845,"Forest Park","North America>United States of America>Illinois","Is Forest Park Tap Water Safe to Drink?"
11846,Forney,"North America>United States of America>Texas","Is Forney Tap Water Safe to Drink?"
11847,"Forrest City","North America>United States of America>Arkansas","Is Forrest City Tap Water Safe to Drink?"
11848,"Fort Atkinson","North America>United States of America>Wisconsin","Is Fort Atkinson Tap Water Safe to Drink?"
11849,"Fort Bend County","North America>United States of America>Texas","Is Fort Bend County Tap Water Safe to Drink?"
11850,"Fort Campbell","North America>United States of America>Kentucky","Is Fort Campbell Tap Water Safe to Drink?"
11851,"Fort Carson","North America>United States of America>Colorado","Is Fort Carson Tap Water Safe to Drink?"
11852,"Fort Dodge","North America>United States of America>Iowa","Is Fort Dodge Tap Water Safe to Drink?"
11853,"Fort Gratiot","North America>United States of America>Michigan","Is Fort Gratiot Tap Water Safe to Drink?"
11854,"Fort Hood","North America>United States of America>Texas","Is Fort Hood Tap Water Safe to Drink?"
11855,"Fort Huachuca","North America>United States of America>Arizona","Is Fort Huachuca Tap Water Safe to Drink?"
11856,"Fort Irwin","North America>United States of America>California","Is Fort Irwin Tap Water Safe to Drink?"
11857,"Fort Jackson","North America>United States of America>South Carolina","Is Fort Jackson Tap Water Safe to Drink?"
11858,"Fort Lawn","North America>United States of America>South Carolina","Is Fort Lawn Tap Water Safe to Drink?"
11859,"Fort Leavenworth","North America>United States of America>Kansas","Is Fort Leavenworth Tap Water Safe to Drink?"
11860,"Fort Madison","North America>United States of America>Iowa","Is Fort Madison Tap Water Safe to Drink?"
11861,"Fort Mill","North America>United States of America>South Carolina","Is Fort Mill Tap Water Safe to Drink?"
11862,"Fort Payne","North America>United States of America>Alabama","Is Fort Payne Tap Water Safe to Drink?"
11863,"Fort Pierce","North America>United States of America>Florida","Is Fort Pierce Tap Water Safe to Drink?"
11864,"Fort Richardson","North America>United States of America>Alaska","Is Fort Richardson Tap Water Safe to Drink?"
