id,Title,"City name",Categories
11828,"Is Florence Tap Water Safe to Drink?",Florence,"North America>United States of America>Arizona"
11829,"Is Florence Tap Water Safe to Drink?",Florence,"North America>United States of America>Kentucky"
11830,"Is Florence Tap Water Safe to Drink?",Florence,"North America>United States of America>South Carolina"
11818,"Is Festus Tap Water Safe to Drink?",Festus,"North America>United States of America>Missouri"
11819,"Is Fillmore Tap Water Safe to Drink?",Fillmore,"North America>United States of America>California"
11820,"Is Findlay Tap Water Safe to Drink?",Findlay,"North America>United States of America>Ohio"
11821,"Is Fishkill Tap Water Safe to Drink?",Fishkill,"North America>United States of America>New York"
11822,"Is Fitchburg Tap Water Safe to Drink?",Fitchburg,"North America>United States of America>Massachusetts"
11823,"Is Fitchburg Tap Water Safe to Drink?",Fitchburg,"North America>United States of America>Wisconsin"
11824,"Is Fitzgerald Tap Water Safe to Drink?",Fitzgerald,"North America>United States of America>Georgia"
11814,"Is Fernandina Beach Tap Water Safe to Drink?","Fernandina Beach","North America>United States of America>Florida"
11815,"Is Ferndale Tap Water Safe to Drink?",Ferndale,"North America>United States of America>Michigan"
11816,"Is Ferndale Tap Water Safe to Drink?",Ferndale,"North America>United States of America>Washington"
11813,"Is Fergus Falls Tap Water Safe to Drink?","Fergus Falls","North America>United States of America>Minnesota"
11814,"Is Fernandina Beach Tap Water Safe to Drink?","Fernandina Beach","North America>United States of America>Florida"
11815,"Is Ferndale Tap Water Safe to Drink?",Ferndale,"North America>United States of America>Michigan"
11816,"Is Ferndale Tap Water Safe to Drink?",Ferndale,"North America>United States of America>Washington"
11817,"Is Fernley Tap Water Safe to Drink?",Fernley,"North America>United States of America>Nevada"
11803,"Is Fate Tap Water Safe to Drink?",Fate,"North America>United States of America>Texas"
11804,"Is Fauquier County Tap Water Safe to Drink?","Fauquier County","North America>United States of America>Virginia"
11805,"Is Fayette County Tap Water Safe to Drink?","Fayette County","North America>United States of America>Georgia"
11806,"Is Fayette County Tap Water Safe to Drink?","Fayette County","North America>United States of America>Pennsylvania"
11807,"Is Fayetteville Tap Water Safe to Drink?",Fayetteville,"North America>United States of America>Georgia"
11808,"Is Fayetteville Tap Water Safe to Drink?",Fayetteville,"North America>United States of America>Arkansas"
11809,"Is Fayetteville Tap Water Safe to Drink?",Fayetteville,"North America>United States of America>Tennessee"
11797,"Is Farmers Branch Tap Water Safe to Drink?","Farmers Branch","North America>United States of America>Texas"
11798,"Is Farmersville Tap Water Safe to Drink?",Farmersville,"North America>United States of America>California"
11799,"Is Farmington Tap Water Safe to Drink?",Farmington,"North America>United States of America>Michigan"
11800,"Is Farmington Tap Water Safe to Drink?",Farmington,"North America>United States of America>Minnesota"
11801,"Is Farmington Tap Water Safe to Drink?",Farmington,"North America>United States of America>Missouri"
11802,"Is Farmington Tap Water Safe to Drink?",Farmington,"North America>United States of America>New York"
11790,"Is Fairhaven Tap Water Safe to Drink?",Fairhaven,"North America>United States of America>Massachusetts"
11791,"Is Fairhope Tap Water Safe to Drink?",Fairhope,"North America>United States of America>Alabama"
11792,"Is Fairmont Tap Water Safe to Drink?",Fairmont,"North America>United States of America>Minnesota"
11793,"Is Fairmont Tap Water Safe to Drink?",Fairmont,"North America>United States of America>West Virginia"
11794,"Is Fallbrook Tap Water Safe to Drink?",Fallbrook,"North America>United States of America>California"
11795,"Is Falmouth Tap Water Safe to Drink?",Falmouth,"North America>United States of America>Massachusetts"
11796,"Is Faribault Tap Water Safe to Drink?",Faribault,"North America>United States of America>Minnesota"
11785,"Is Fairborn Tap Water Safe to Drink?",Fairborn,"North America>United States of America>Ohio"
11786,"Is Fairburn Tap Water Safe to Drink?",Fairburn,"North America>United States of America>Georgia"
11787,"Is Fairfax County Tap Water Safe to Drink?","Fairfax County","North America>United States of America>Virginia"
11788,"Is Fairfield Tap Water Safe to Drink?",Fairfield,"North America>United States of America>Ohio"
11789,"Is Fairfield County Tap Water Safe to Drink?","Fairfield County","North America>United States of America>Ohio"
11779,"Is Exeter Tap Water Safe to Drink?",Exeter,"North America>United States of America>California"
11780,"Is Exeter Tap Water Safe to Drink?",Exeter,"North America>United States of America>New Hampshire"
11781,"Is Fair Haven Boro Tap Water Safe to Drink?","Fair Haven Boro","North America>United States of America>New Jersey"
11782,"Is Fair Lawn Boro Tap Water Safe to Drink?","Fair Lawn Boro","North America>United States of America>New Jersey"
11783,"Is Fair Lawn Boro Tap Water Safe to Drink?","Fair Lawn Boro","North America>United States of America>New Jersey"
11784,"Is Fair Oaks Tap Water Safe to Drink?","Fair Oaks","North America>United States of America>California"
11773,"Is Evanston Tap Water Safe to Drink?",Evanston,"North America>United States of America>Wyoming"
11774,"Is Everett Tap Water Safe to Drink?",Everett,"North America>United States of America>Massachusetts"
11775,"Is Evergreen Tap Water Safe to Drink?",Evergreen,"North America>United States of America>Colorado"
11776,"Is Evergreen Park Tap Water Safe to Drink?","Evergreen Park","North America>United States of America>Illinois"
11777,"Is Evesham Twp. Tap Water Safe to Drink?","Evesham Twp.","North America>United States of America>New Jersey"
11778,"Is Excelsior Spgs. Tap Water Safe to Drink?","Excelsior Spgs.","North America>United States of America>Missouri"
11768,"Is Eubank Tap Water Safe to Drink?",Eubank,"North America>United States of America>Kentucky"
11769,"Is Eufaula Tap Water Safe to Drink?",Eufaula,"North America>United States of America>Alabama"
11770,"Is Euless Tap Water Safe to Drink?",Euless,"North America>United States of America>Texas"
11771,"Is Eustis Tap Water Safe to Drink?",Eustis,"North America>United States of America>Florida"
11772,"Is Evans Tap Water Safe to Drink?",Evans,"North America>United States of America>Colorado"
11764,"Is Espanola Tap Water Safe to Drink?",Espanola,"North America>United States of America>New Mexico"
11765,"Is Estes Park Tap Water Safe to Drink?","Estes Park","North America>United States of America>Colorado"
11766,"Is Estill County Tap Water Safe to Drink?","Estill County","North America>United States of America>Kentucky"
11763,"Is Escondido Tap Water Safe to Drink?",Escondido,"North America>United States of America>California"
11764,"Is Espanola Tap Water Safe to Drink?",Espanola,"North America>United States of America>New Mexico"
11765,"Is Estes Park Tap Water Safe to Drink?","Estes Park","North America>United States of America>Colorado"
11766,"Is Estill County Tap Water Safe to Drink?","Estill County","North America>United States of America>Kentucky"
11767,"Is Etowah Tap Water Safe to Drink?",Etowah,"North America>United States of America>Tennessee"
11753,"Is Enid Tap Water Safe to Drink?",Enid,"North America>United States of America>Oklahoma"
11754,"Is Ennis Tap Water Safe to Drink?",Ennis,"North America>United States of America>Texas"
11755,"Is Enterprise Tap Water Safe to Drink?",Enterprise,"North America>United States of America>Alabama"
11756,"Is Enumclaw Tap Water Safe to Drink?",Enumclaw,"North America>United States of America>Washington"
11757,"Is Ephrata Tap Water Safe to Drink?",Ephrata,"North America>United States of America>Pennsylvania"
11758,"Is Erie Tap Water Safe to Drink?",Erie,"North America>United States of America>Colorado"
11759,"Is Erie County Tap Water Safe to Drink?","Erie County","North America>United States of America>Ohio"
11745,"Is Elmwood Park Boro Tap Water Safe to Drink?","Elmwood Park Boro","North America>United States of America>New Jersey"
11746,"Is Elon Tap Water Safe to Drink?",Elon,"North America>United States of America>North Carolina"
11747,"Is Emmaus Tap Water Safe to Drink?",Emmaus,"North America>United States of America>Pennsylvania"
11748,"Is Emporia Tap Water Safe to Drink?",Emporia,"North America>United States of America>Kansas"
11749,"Is Endicott Tap Water Safe to Drink?",Endicott,"North America>United States of America>New York"
11750,"Is Englewood Tap Water Safe to Drink?",Englewood,"North America>United States of America>Colorado"
11751,"Is Englewood Tap Water Safe to Drink?",Englewood,"North America>United States of America>Florida"
11752,"Is Englewood Tap Water Safe to Drink?",Englewood,"North America>United States of America>Ohio"
11737,"Is Ellettsville Tap Water Safe to Drink?",Ellettsville,"North America>United States of America>Indiana"
11738,"Is Ellijay Tap Water Safe to Drink?",Ellijay,"North America>United States of America>Georgia"
11739,"Is Ellis County Tap Water Safe to Drink?","Ellis County","North America>United States of America>Texas"
11740,"Is Elma Tap Water Safe to Drink?",Elma,"North America>United States of America>New York"
11741,"Is Elmendorf Air Force Base Tap Water Safe to Drink?","Elmendorf Air Force Base","North America>United States of America>Alaska"
11742,"Is Elmhurst Tap Water Safe to Drink?",Elmhurst,"North America>United States of America>Illinois"
11743,"Is Elmore Tap Water Safe to Drink?",Elmore,"North America>United States of America>Alabama"
11744,"Is Elmwood Park Tap Water Safe to Drink?","Elmwood Park","North America>United States of America>Illinois"
11730,"Is Elizabethtown Tap Water Safe to Drink?",Elizabethtown,"North America>United States of America>Pennsylvania"
11731,"Is Elk City Tap Water Safe to Drink?","Elk City","North America>United States of America>Oklahoma"
11732,"Is Elk Grove Tap Water Safe to Drink?","Elk Grove","North America>United States of America>California"
11733,"Is Elk Grove Tap Water Safe to Drink?","Elk Grove","North America>United States of America>Illinois"
11734,"Is Elk River Tap Water Safe to Drink?","Elk River","North America>United States of America>Minnesota"
11735,"Is Elkton Tap Water Safe to Drink?",Elkton,"North America>United States of America>Maryland"
11736,"Is Ellensburg Tap Water Safe to Drink?",Ellensburg,"North America>United States of America>Washington"
11722,"Is El Reno Tap Water Safe to Drink?","El Reno","North America>United States of America>Oklahoma"
11723,"Is El Segundo Tap Water Safe to Drink?","El Segundo","North America>United States of America>California"
11724,"Is Elgin Tap Water Safe to Drink?",Elgin,"North America>United States of America>Illinois"
11725,"Is Elizabeth City Tap Water Safe to Drink?","Elizabeth City","North America>United States of America>New Jersey"
11726,"Is Elizabeth City Tap Water Safe to Drink?","Elizabeth City","North America>United States of America>New Jersey"
11727,"Is Elizabeth City Tap Water Safe to Drink?","Elizabeth City","North America>United States of America>North Carolina"
11728,"Is Elizabethton Tap Water Safe to Drink?",Elizabethton,"North America>United States of America>Tennessee"
11729,"Is Elizabethtown Tap Water Safe to Drink?",Elizabethtown,"North America>United States of America>North Carolina"
11715,"Is El Campo Tap Water Safe to Drink?","El Campo","North America>United States of America>Texas"
11716,"Is El Dorado Tap Water Safe to Drink?","El Dorado","North America>United States of America>Kansas"
11717,"Is El Dorado County Tap Water Safe to Drink?","El Dorado County","North America>United States of America>California"
11718,"Is El Mirage Tap Water Safe to Drink?","El Mirage","North America>United States of America>Arizona"
11719,"Is El Monte Tap Water Safe to Drink?","El Monte","North America>United States of America>California"
11720,"Is El Paso County Tap Water Safe to Drink?","El Paso County","North America>United States of America>Colorado"
11721,"Is El Paso County Tap Water Safe to Drink?","El Paso County","North America>United States of America>Texas"
11708,"Is Edina Tap Water Safe to Drink?",Edina,"North America>United States of America>Minnesota"
11709,"Is Edinburg Tap Water Safe to Drink?",Edinburg,"North America>United States of America>Texas"
11711,"Is Edmonds Tap Water Safe to Drink?",Edmonds,"North America>United States of America>Washington"
11712,"Is Edmonson County Tap Water Safe to Drink?","Edmonson County","North America>United States of America>Kentucky"
11713,"Is Edwards Afb Tap Water Safe to Drink?","Edwards Afb","North America>United States of America>California"
11714,"Is Effingham Tap Water Safe to Drink?",Effingham,"North America>United States of America>Illinois"
11701,"Is Eastpointe Tap Water Safe to Drink?",Eastpointe,"North America>United States of America>Michigan"
11702,"Is Eaton County Tap Water Safe to Drink?","Eaton County","North America>United States of America>Michigan"
11703,"Is Eatonton Tap Water Safe to Drink?",Eatonton,"North America>United States of America>Georgia"
11704,"Is Ector County Tap Water Safe to Drink?","Ector County","North America>United States of America>Texas"
11705,"Is Eden Tap Water Safe to Drink?",Eden,"North America>United States of America>North Carolina"
11706,"Is Edenton Tap Water Safe to Drink?",Edenton,"North America>United States of America>North Carolina"
11707,"Is Edgewater Tap Water Safe to Drink?",Edgewater,"North America>United States of America>Florida"
11694,"Is East Wenatchee Tap Water Safe to Drink?","East Wenatchee","North America>United States of America>Washington"
11695,"Is East Windsor Tap Water Safe to Drink?","East Windsor","North America>United States of America>Connecticut"
11696,"Is East Windsor Twp. Tap Water Safe to Drink?","East Windsor Twp.","North America>United States of America>New Jersey"
11697,"Is Easthampton Tap Water Safe to Drink?",Easthampton,"North America>United States of America>Massachusetts"
11698,"Is Easton Tap Water Safe to Drink?",Easton,"North America>United States of America>Maryland"
11699,"Is Easton Tap Water Safe to Drink?",Easton,"North America>United States of America>Massachusetts"
11700,"Is Easton Tap Water Safe to Drink?",Easton,"North America>United States of America>Pennsylvania"
11686,"Is East Longmeadow Tap Water Safe to Drink?","East Longmeadow","North America>United States of America>Massachusetts"
11687,"Is East Lyme Tap Water Safe to Drink?","East Lyme","North America>United States of America>Connecticut"
11688,"Is East Moline Tap Water Safe to Drink?","East Moline","North America>United States of America>Illinois"
11689,"Is East Orange City Tap Water Safe to Drink?","East Orange City","North America>United States of America>New Jersey"
11690,"Is East Palo Alto Tap Water Safe to Drink?","East Palo Alto","North America>United States of America>California"
11691,"Is East Peoria Tap Water Safe to Drink?","East Peoria","North America>United States of America>Illinois"
11692,"Is East Point Tap Water Safe to Drink?","East Point","North America>United States of America>Georgia"
11693,"Is East St Louis Tap Water Safe to Drink?","East St Louis","North America>United States of America>Illinois"
11679,"Is East Brunswick Twp. Tap Water Safe to Drink?","East Brunswick Twp.","North America>United States of America>New Jersey"
11680,"Is East Chicago Tap Water Safe to Drink?","East Chicago","North America>United States of America>Indiana"
11681,"Is East Granby Tap Water Safe to Drink?","East Granby","North America>United States of America>Connecticut"
11682,"Is East Granby Tap Water Safe to Drink?","East Granby","North America>United States of America>Connecticut"
11683,"Is East Grand Rapids Tap Water Safe to Drink?","East Grand Rapids","North America>United States of America>Michigan"
11684,"Is East Hanover Twp. Tap Water Safe to Drink?","East Hanover Twp.","North America>United States of America>New Jersey"
11685,"Is East Liverpool Tap Water Safe to Drink?","East Liverpool","North America>United States of America>Ohio"
11671,"Is Dyersburg Tap Water Safe to Drink?",Dyersburg,"North America>United States of America>Tennessee"
11672,"Is Eagan Tap Water Safe to Drink?",Eagan,"North America>United States of America>Minnesota"
11673,"Is Eagle Tap Water Safe to Drink?",Eagle,"North America>United States of America>Idaho"
11674,"Is Eagle County Tap Water Safe to Drink?","Eagle County","North America>United States of America>Colorado"
11675,"Is Eagle Mountain Tap Water Safe to Drink?","Eagle Mountain","North America>United States of America>Utah"
11676,"Is Eagle Pass Tap Water Safe to Drink?","Eagle Pass","North America>United States of America>Texas"
11677,"Is Easley Tap Water Safe to Drink?",Easley,"North America>United States of America>South Carolina"
11678,"Is East Bridgewater Tap Water Safe to Drink?","East Bridgewater","North America>United States of America>Massachusetts"
11664,"Is Dunkirk Tap Water Safe to Drink?",Dunkirk,"North America>United States of America>New York"
11665,"Is Dunnellon Tap Water Safe to Drink?",Dunnellon,"North America>United States of America>Florida"
11666,"Is Dupage County Tap Water Safe to Drink?","Dupage County","North America>United States of America>Illinois"
11667,"Is Durant Tap Water Safe to Drink?",Durant,"North America>United States of America>Oklahoma"
11668,"Is Durham Tap Water Safe to Drink?",Durham,"North America>United States of America>New Hampshire"
11669,"Is Duxbury Tap Water Safe to Drink?",Duxbury,"North America>United States of America>Massachusetts"
11670,"Is Dyer Tap Water Safe to Drink?",Dyer,"North America>United States of America>Indiana"
11658,"Is Dublin Tap Water Safe to Drink?",Dublin,"North America>United States of America>Georgia"
11659,"Is Dubois Tap Water Safe to Drink?",Dubois,"North America>United States of America>Indiana"
11660,"Is Dumas Tap Water Safe to Drink?",Dumas,"North America>United States of America>Texas"
11661,"Is Duncan Tap Water Safe to Drink?",Duncan,"North America>United States of America>Oklahoma"
11662,"Is Duncanville Tap Water Safe to Drink?",Duncanville,"North America>United States of America>Texas"
11663,"Is Dunedin Tap Water Safe to Drink?",Dunedin,"North America>United States of America>Florida"
11651,"Is Dover Tap Water Safe to Drink?",Dover,"North America>United States of America>Ohio"
11652,"Is Dover Tap Water Safe to Drink?",Dover,"North America>United States of America>Pennsylvania"
11653,"Is Dover Town Tap Water Safe to Drink?","Dover Town","North America>United States of America>New Jersey"
11654,"Is Downers Grove Tap Water Safe to Drink?","Downers Grove","North America>United States of America>Illinois"
11655,"Is Dracut Tap Water Safe to Drink?",Dracut,"North America>United States of America>Massachusetts"
11656,"Is Duarte Tap Water Safe to Drink?",Duarte,"North America>United States of America>California"
11657,"Is Dublin Tap Water Safe to Drink?",Dublin,"North America>United States of America>California"
11644,"Is Dona Ana Tap Water Safe to Drink?","Dona Ana","North America>United States of America>New Mexico"
11645,"Is Donna Tap Water Safe to Drink?",Donna,"North America>United States of America>Texas"
11646,"Is Douglas Tap Water Safe to Drink?",Douglas,"North America>United States of America>Alabama"
11647,"Is Douglas Tap Water Safe to Drink?",Douglas,"North America>United States of America>Arizona"
11648,"Is Douglas Tap Water Safe to Drink?",Douglas,"North America>United States of America>Georgia"
11649,"Is Douglas County Tap Water Safe to Drink?","Douglas County","North America>United States of America>Colorado"
11650,"Is Douglasville Tap Water Safe to Drink?",Douglasville,"North America>United States of America>Georgia"
11636,"Is Dewey Beach Tap Water Safe to Drink?","Dewey Beach","North America>United States of America>Delaware"
11637,"Is Dickinson Tap Water Safe to Drink?",Dickinson,"North America>United States of America>North Dakota"
11638,"Is Dickson Tap Water Safe to Drink?",Dickson,"North America>United States of America>Tennessee"
11639,"Is Dillon Tap Water Safe to Drink?",Dillon,"North America>United States of America>South Carolina"
11640,"Is Dinuba Tap Water Safe to Drink?",Dinuba,"North America>United States of America>California"
11641,"Is Discovery Bay Tap Water Safe to Drink?","Discovery Bay","North America>United States of America>California"
11642,"Is Dixon Tap Water Safe to Drink?",Dixon,"North America>United States of America>Illinois"
11643,"Is Dolton Tap Water Safe to Drink?",Dolton,"North America>United States of America>Illinois"
11630,"Is Derby Tap Water Safe to Drink?",Derby,"North America>United States of America>Kansas"
11631,"Is Deridder Tap Water Safe to Drink?",Deridder,"North America>United States of America>Louisiana"
11632,"Is Derry Tap Water Safe to Drink?",Derry,"North America>United States of America>New Hampshire"
11633,"Is Deschutes County Tap Water Safe to Drink?","Deschutes County","North America>United States of America>Oregon"
11634,"Is Desoto Tap Water Safe to Drink?",Desoto,"North America>United States of America>Texas"
11635,"Is Destin Tap Water Safe to Drink?",Destin,"North America>United States of America>Florida"
11625,"Is Denton County Tap Water Safe to Drink?","Denton County","North America>United States of America>Texas"
11626,"Is Denver Tap Water Safe to Drink?",Denver,"North America>United States of America>North Carolina"
11627,"Is Denver County Tap Water Safe to Drink?","Denver County","North America>United States of America>Colorado"
11628,"Is Denville Twp. Tap Water Safe to Drink?","Denville Twp.","North America>United States of America>New Jersey"
11629,"Is Deptford Twp. Tap Water Safe to Drink?","Deptford Twp.","North America>United States of America>New Jersey"
11618,"Is Deltona Tap Water Safe to Drink?",Deltona,"North America>United States of America>Florida"
11619,"Is Deming Tap Water Safe to Drink?",Deming,"North America>United States of America>New Mexico"
11620,"Is Demopolis Tap Water Safe to Drink?",Demopolis,"North America>United States of America>Alabama"
11621,"Is Demorest Tap Water Safe to Drink?",Demorest,"North America>United States of America>Georgia"
11622,"Is Denham Springs Tap Water Safe to Drink?","Denham Springs","North America>United States of America>Louisiana"
11623,"Is Denison Tap Water Safe to Drink?",Denison,"North America>United States of America>Texas"
11624,"Is Dennis Tap Water Safe to Drink?",Dennis,"North America>United States of America>Massachusetts"
11612,"Is Dekalb County Tap Water Safe to Drink?","Dekalb County","North America>United States of America>Georgia"
11613,"Is Del City Tap Water Safe to Drink?","Del City","North America>United States of America>Oklahoma"
11615,"Is Delano Tap Water Safe to Drink?",Delano,"North America>United States of America>California"
11616,"Is Delaware Tap Water Safe to Drink?",Delaware,"North America>United States of America>Ohio"
11615,"Is Delano Tap Water Safe to Drink?",Delano,"North America>United States of America>California"
11616,"Is Delaware Tap Water Safe to Drink?",Delaware,"North America>United States of America>Ohio"
11617,"Is Delaware County Tap Water Safe to Drink?","Delaware County","North America>United States of America>Ohio"
11603,"Is Dearborn Tap Water Safe to Drink?",Dearborn,"North America>United States of America>Michigan"
11604,"Is Dearborn Heights Tap Water Safe to Drink?","Dearborn Heights","North America>United States of America>Michigan"
11605,"Is Decatur Tap Water Safe to Drink?",Decatur,"North America>United States of America>Alabama"
11606,"Is Dedham Tap Water Safe to Drink?",Dedham,"North America>United States of America>Massachusetts"
11607,"Is Deep Run Tap Water Safe to Drink?","Deep Run","North America>United States of America>North Carolina"
11608,"Is Deer Park Tap Water Safe to Drink?","Deer Park","North America>United States of America>Texas"
11609,"Is Deerfield Tap Water Safe to Drink?",Deerfield,"North America>United States of America>Illinois"
11596,"Is Dawsonville Tap Water Safe to Drink?",Dawsonville,"North America>United States of America>Georgia"
11597,"Is Dayton Tap Water Safe to Drink?",Dayton,"North America>United States of America>Nevada"
11598,"Is Dayton Tap Water Safe to Drink?",Dayton,"North America>United States of America>Tennessee"
11599,"Is De Kalb Tap Water Safe to Drink?","De Kalb","North America>United States of America>Illinois"
11600,"Is De Kalb County Tap Water Safe to Drink?","De Kalb County","North America>United States of America>Tennessee"
11601,"Is De Pere Tap Water Safe to Drink?","De Pere","North America>United States of America>Wisconsin"
11602,"Is De Witt Tap Water Safe to Drink?","De Witt","North America>United States of America>New York"
11589,"Is Darlington Tap Water Safe to Drink?",Darlington,"North America>United States of America>South Carolina"
11590,"Is Dartmouth Tap Water Safe to Drink?",Dartmouth,"North America>United States of America>Massachusetts"
11591,"Is Dauphin County Tap Water Safe to Drink?","Dauphin County","North America>United States of America>Pennsylvania"
11592,"Is Davenport Tap Water Safe to Drink?",Davenport,"North America>United States of America>Florida"
11593,"Is Davie/hollywood Tap Water Safe to Drink?",Davie/hollywood,"North America>United States of America>Florida"
11594,"Is Daviess County Tap Water Safe to Drink?","Daviess County","North America>United States of America>Kentucky"
11595,"Is Davis County County Tap Water Safe to Drink?","Davis County County","North America>United States of America>Utah"
11582,"Is Danvers Tap Water Safe to Drink?",Danvers,"North America>United States of America>Massachusetts"
11583,"Is Danville Tap Water Safe to Drink?",Danville,"North America>United States of America>Illinois"
11584,"Is Danville Tap Water Safe to Drink?",Danville,"North America>United States of America>Kentucky"
11585,"Is Daphne Tap Water Safe to Drink?",Daphne,"North America>United States of America>Alabama"
11586,"Is Darien Tap Water Safe to Drink?",Darien,"North America>United States of America>Connecticut"
11587,"Is Darien Tap Water Safe to Drink?",Darien,"North America>United States of America>Illinois"
11588,"Is Darien Tap Water Safe to Drink?",Darien,"North America>United States of America>Connecticut"
11574,"Is Dallas Tap Water Safe to Drink?",Dallas,"North America>United States of America>Georgia"
11575,"Is Dallas Tap Water Safe to Drink?",Dallas,"North America>United States of America>Oregon"
11576,"Is Dallas County Tap Water Safe to Drink?","Dallas County","North America>United States of America>Texas"
11577,"Is Dallastown Tap Water Safe to Drink?",Dallastown,"North America>United States of America>Pennsylvania"
11578,"Is Dalton Tap Water Safe to Drink?",Dalton,"North America>United States of America>Georgia"
11579,"Is Daly City Tap Water Safe to Drink?","Daly City","North America>United States of America>California"
11580,"Is Dalzell Tap Water Safe to Drink?",Dalzell,"North America>United States of America>South Carolina"
11581,"Is Dania Beach Tap Water Safe to Drink?","Dania Beach","North America>United States of America>Florida"
11569,"Is Cumberland Tap Water Safe to Drink?",Cumberland,"North America>United States of America>Rhode Island"
11570,"Is Cumberland County Tap Water Safe to Drink?","Cumberland County","North America>United States of America>Pennsylvania"
11571,"Is Cumberland County Tap Water Safe to Drink?","Cumberland County","North America>United States of America>Tennessee"
11572,"Is Cuyahoga Falls Tap Water Safe to Drink?","Cuyahoga Falls","North America>United States of America>Ohio"
11573,"Is Dade City Tap Water Safe to Drink?","Dade City","North America>United States of America>Florida"
11562,"Is Crowley Tap Water Safe to Drink?",Crowley,"North America>United States of America>Texas"
11563,"Is Crown Point Tap Water Safe to Drink?","Crown Point","North America>United States of America>Indiana"
11564,"Is Crystal Tap Water Safe to Drink?",Crystal,"North America>United States of America>Minnesota"
11565,"Is Cudahy Tap Water Safe to Drink?",Cudahy,"North America>United States of America>Wisconsin"
11566,"Is Cullman Tap Water Safe to Drink?",Cullman,"North America>United States of America>Alabama"
11567,"Is Culpeper Tap Water Safe to Drink?",Culpeper,"North America>United States of America>Virginia"
11568,"Is Culver City Tap Water Safe to Drink?","Culver City","North America>United States of America>California"
11554,"Is Crawfordsville Tap Water Safe to Drink?",Crawfordsville,"North America>United States of America>Indiana"
11555,"Is Creek County Tap Water Safe to Drink?","Creek County","North America>United States of America>Oklahoma"
11556,"Is Crescent City Tap Water Safe to Drink?","Crescent City","North America>United States of America>California"
11557,"Is Crest Hill Tap Water Safe to Drink?","Crest Hill","North America>United States of America>Illinois"
11558,"Is Creston Tap Water Safe to Drink?",Creston,"North America>United States of America>Iowa"
11559,"Is Crestwood Tap Water Safe to Drink?",Crestwood,"North America>United States of America>Illinois"
11560,"Is Cromwell Tap Water Safe to Drink?",Cromwell,"North America>United States of America>Connecticut"
11561,"Is Crossville Tap Water Safe to Drink?",Crossville,"North America>United States of America>Tennessee"
11545,"Is Council Bluffs Tap Water Safe to Drink?","Council Bluffs","North America>United States of America>Iowa"
11546,"Is Country Club Hills Tap Water Safe to Drink?","Country Club Hills","North America>United States of America>Illinois"
11547,"Is Coventry Tap Water Safe to Drink?",Coventry,"North America>United States of America>Rhode Island"
11548,"Is Covina Tap Water Safe to Drink?",Covina,"North America>United States of America>California"
11549,"Is Covington Tap Water Safe to Drink?",Covington,"North America>United States of America>Georgia"
11550,"Is Covington Tap Water Safe to Drink?",Covington,"North America>United States of America>Louisiana"
11551,"Is Covington Tap Water Safe to Drink?",Covington,"North America>United States of America>Tennessee"
11552,"Is Cranberry Twp Tap Water Safe to Drink?","Cranberry Twp","North America>United States of America>Pennsylvania"
11553,"Is Cranston Tap Water Safe to Drink?",Cranston,"North America>United States of America>Rhode Island"
11539,"Is Corryton Tap Water Safe to Drink?",Corryton,"North America>United States of America>Tennessee"
11540,"Is Corsicana Tap Water Safe to Drink?",Corsicana,"North America>United States of America>Texas"
11541,"Is Cortland Tap Water Safe to Drink?",Cortland,"North America>United States of America>New York"
11542,"Is Cortlandt Tap Water Safe to Drink?",Cortlandt,"North America>United States of America>New York"
11543,"Is Coshocton Tap Water Safe to Drink?",Coshocton,"North America>United States of America>Ohio"
11544,"Is Cottage Grove Tap Water Safe to Drink?","Cottage Grove","North America>United States of America>Minnesota"
11533,"Is Corcoran Tap Water Safe to Drink?",Corcoran,"North America>United States of America>California"
11534,"Is Cordele Tap Water Safe to Drink?",Cordele,"North America>United States of America>Georgia"
11535,"Is Corinth Tap Water Safe to Drink?",Corinth,"North America>United States of America>Mississippi"
11536,"Is Corinth Tap Water Safe to Drink?",Corinth,"North America>United States of America>Texas"
11537,"Is Cornelius Tap Water Safe to Drink?",Cornelius,"North America>United States of America>Oregon"
11538,"Is Corning Tap Water Safe to Drink?",Corning,"North America>United States of America>New York"
11526,"Is Cook County Tap Water Safe to Drink?","Cook County","North America>United States of America>Illinois"
11527,"Is Coon Rapids Tap Water Safe to Drink?","Coon Rapids","North America>United States of America>Minnesota"
11528,"Is Cooper City Tap Water Safe to Drink?","Cooper City","North America>United States of America>Florida"
11529,"Is Coppell Tap Water Safe to Drink?",Coppell,"North America>United States of America>Texas"
11530,"Is Copperas Cove Tap Water Safe to Drink?","Copperas Cove","North America>United States of America>Texas"
11531,"Is Coralville Tap Water Safe to Drink?",Coralville,"North America>United States of America>Iowa"
11532,"Is Corbin Tap Water Safe to Drink?",Corbin,"North America>United States of America>Kentucky"
11517,"Is Conneaut Tap Water Safe to Drink?",Conneaut,"North America>United States of America>Ohio"
11518,"Is Connersville Tap Water Safe to Drink?",Connersville,"North America>United States of America>Indiana"
11519,"Is Conover Tap Water Safe to Drink?",Conover,"North America>United States of America>North Carolina"
11520,"Is Contra Costa County Tap Water Safe to Drink?","Contra Costa County","North America>United States of America>California"
11521,"Is Converse Tap Water Safe to Drink?",Converse,"North America>United States of America>Texas"
11522,"Is Conway Tap Water Safe to Drink?",Conway,"North America>United States of America>Arkansas"
11523,"Is Conway Tap Water Safe to Drink?",Conway,"North America>United States of America>South Carolina"
